Buying Price,Maintenance Price,Doors,Capacity,Trunk Size,Safety,Target
50000,1000,4,5,10000,1,1
50000,1000,4,5,10000,2,1
50000,1000,5,2,100,0,0
50000,1000,5,2,100,1,0
50000,1000,5,2,100,2,0
50000,1000,5,2,1000,0,0
50000,1000,5,2,1000,1,0
50000,1000,5,2,1000,2,0
50000,1000,5,2,10000,0,0
50000,1000,5,2,10000,1,0
50000,1000,5,2,10000,2,0
50000,1000,5,4,100,0,0
50000,1000,5,4,100,1,0
50000,1000,5,4,100,2,1
50000,1000,5,4,1000,0,0
50000,1000,5,4,1000,1,1
50000,1000,5,4,1000,2,1
50000,1000,5,4,10000,0,0
50000,1000,5,4,10000,1,1
50000,1000,5,4,10000,2,1
50000,1000,5,5,100,0,0
50000,1000,5,5,100,1,0
50000,1000,5,5,100,2,1
50000,1000,5,5,1000,0,0
50000,1000,5,5,1000,1,1
50000,1000,5,5,1000,2,1
50000,1000,5,5,10000,0,0
50000,1000,5,5,10000,1,1
50000,1000,5,5,10000,2,1
10000,100000,2,2,100,0,0
10000,100000,2,2,100,1,0
10000,100000,2,2,100,2,0
10000,100000,2,2,1000,0,0
10000,100000,2,2,1000,1,0
10000,100000,2,2,1000,2,0
10000,100000,2,2,10000,0,0
10000,100000,2,2,10000,1,0
10000,100000,2,2,10000,2,0
10000,100000,2,4,100,0,0
10000,100000,2,4,100,1,0
10000,100000,2,4,100,2,1
10000,100000,2,4,1000,0,0
10000,100000,2,4,1000,1,0
10000,100000,2,4,1000,2,1
10000,100000,2,4,10000,0,0
10000,100000,2,4,10000,1,1
10000,100000,2,4,10000,2,1
10000,100000,2,5,100,0,0
10000,100000,2,5,100,1,0
10000,100000,2,5,100,2,0
10000,100000,2,5,1000,0,0
10000,100000,2,5,1000,1,0
10000,100000,2,5,1000,2,1
10000,100000,2,5,10000,0,0
10000,100000,2,5,10000,1,1
10000,100000,2,5,10000,2,1
10000,100000,3,2,100,0,0
10000,100000,3,2,100,1,0
10000,100000,3,2,100,2,0
10000,100000,3,2,1000,0,0
10000,100000,3,2,1000,1,0
10000,100000,3,2,1000,2,0
10000,100000,3,2,10000,0,0
10000,100000,3,2,10000,1,0
10000,100000,3,2,10000,2,0
10000,100000,3,4,100,0,0
10000,100000,3,4,100,1,0
10000,100000,3,4,100,2,1
10000,100000,3,4,1000,0,0
10000,100000,3,4,1000,1,0
10000,100000,3,4,1000,2,1
10000,100000,3,4,10000,0,0
10000,100000,3,4,10000,1,1
10000,100000,3,4,10000,2,1
10000,100000,3,5,100,0,0
10000,100000,3,5,100,1,0
10000,100000,3,5,100,2,1
10000,100000,3,5,1000,0,0
10000,100000,3,5,1000,1,1
10000,100000,3,5,1000,2,1
10000,100000,3,5,10000,0,0
10000,100000,3,5,10000,1,1
10000,100000,3,5,10000,2,1
10000,100000,4,2,100,0,0
10000,100000,4,2,100,1,0
10000,100000,4,2,100,2,0
10000,100000,4,2,1000,0,0
10000,100000,4,2,1000,1,0
10000,100000,4,2,1000,2,0
10000,100000,4,2,10000,0,0
10000,100000,4,2,10000,1,0
10000,100000,4,2,10000,2,0
10000,100000,4,4,100,0,0
10000,100000,4,4,100,1,0
10000,100000,4,4,100,2,1
10000,100000,4,4,1000,0,0
10000,100000,4,4,1000,1,1
10000,100000,4,4,1000,2,1
10000,100000,4,4,10000,0,0
10000,100000,4,4,10000,1,1
10000,100000,4,4,10000,2,1
10000,100000,4,5,100,0,0
10000,100000,4,5,100,1,0
10000,100000,4,5,100,2,1
10000,100000,4,5,1000,0,0
10000,100000,4,5,1000,1,1
10000,100000,4,5,1000,2,1
10000,100000,4,5,10000,0,0
10000,100000,4,5,10000,1,1
10000,100000,4,5,10000,2,1
10000,100000,5,2,100,0,0
10000,100000,5,2,100,1,0
10000,100000,5,2,100,2,0
10000,100000,5,2,1000,0,0
10000,100000,5,2,1000,1,0
10000,100000,5,2,1000,2,0
10000,100000,5,2,10000,0,0
10000,100000,5,2,10000,1,0
10000,100000,5,2,10000,2,0
10000,100000,5,4,100,0,0
10000,100000,5,4,100,1,0
10000,100000,5,4,100,2,1
10000,100000,5,4,1000,0,0
10000,100000,5,4,1000,1,1
10000,100000,5,4,1000,2,1
10000,100000,5,4,10000,0,0
10000,100000,5,4,10000,1,1
10000,100000,5,4,10000,2,1
10000,100000,5,5,100,0,0
10000,100000,5,5,100,1,0
10000,100000,5,5,100,2,1
10000,100000,5,5,1000,0,0
10000,100000,5,5,1000,1,1
10000,100000,5,5,1000,2,1
10000,100000,5,5,10000,0,0
10000,100000,5,5,10000,1,1
10000,100000,5,5,10000,2,1
10000,50000,2,2,100,0,0
10000,50000,2,2,100,1,0
10000,50000,2,2,100,2,0
10000,50000,2,2,1000,0,0
10000,50000,2,2,1000,1,0
10000,50000,2,2,1000,2,0
10000,50000,2,2,10000,0,0
10000,50000,2,2,10000,1,0
10000,50000,2,2,10000,2,0
10000,50000,2,4,100,0,0
10000,50000,2,4,100,1,0
10000,50000,2,4,100,2,1
10000,50000,2,4,1000,0,0
10000,50000,2,4,1000,1,0
10000,50000,2,4,1000,2,1
10000,50000,2,4,10000,0,0
10000,50000,2,4,10000,1,1
10000,50000,2,4,10000,2,1
10000,50000,2,5,100,0,0
10000,50000,2,5,100,1,0
10000,50000,2,5,100,2,0
10000,50000,2,5,1000,0,0
10000,50000,2,5,1000,1,0
10000,50000,2,5,1000,2,1
10000,50000,2,5,10000,0,0
10000,50000,2,5,10000,1,1
10000,50000,2,5,10000,2,1
10000,50000,3,2,100,0,0
10000,50000,3,2,100,1,0
10000,50000,3,2,100,2,0
10000,50000,3,2,1000,0,0
10000,50000,3,2,1000,1,0
10000,50000,3,2,1000,2,0
10000,50000,3,2,10000,0,0
10000,50000,3,2,10000,1,0
10000,50000,3,2,10000,2,0
10000,50000,3,4,100,0,0
10000,50000,3,4,100,1,0
10000,50000,3,4,100,2,1
10000,50000,3,4,1000,0,0
10000,50000,3,4,1000,1,0
10000,50000,3,4,1000,2,1
10000,50000,3,4,10000,0,0
10000,50000,3,4,10000,1,1
10000,50000,3,4,10000,2,1
10000,50000,3,5,100,0,0
10000,50000,3,5,100,1,0
10000,50000,3,5,100,2,1
10000,50000,3,5,1000,0,0
10000,50000,3,5,1000,1,1
10000,50000,3,5,1000,2,1
10000,50000,3,5,10000,0,0
10000,50000,3,5,10000,1,1
10000,50000,3,5,10000,2,1
10000,50000,4,2,100,0,0
10000,50000,4,2,100,1,0
10000,50000,4,2,100,2,0
10000,50000,4,2,1000,0,0
10000,50000,4,2,1000,1,0
10000,50000,4,2,1000,2,0
10000,50000,4,2,10000,0,0
10000,50000,4,2,10000,1,0
10000,50000,4,2,10000,2,0
10000,50000,4,4,100,0,0
10000,50000,4,4,100,1,0
10000,50000,4,4,100,2,1
10000,50000,4,4,1000,0,0
10000,50000,4,4,1000,1,1
10000,50000,4,4,1000,2,1
10000,50000,4,4,10000,0,0
10000,50000,4,4,10000,1,1
10000,50000,4,4,10000,2,1
10000,50000,4,5,100,0,0
10000,50000,4,5,100,1,0
10000,50000,4,5,100,2,1
10000,50000,4,5,1000,0,0
10000,50000,4,5,1000,1,1
10000,50000,4,5,1000,2,1
10000,50000,4,5,10000,0,0
10000,50000,4,5,10000,1,1
10000,50000,4,5,10000,2,1
10000,50000,5,2,100,0,0
10000,50000,5,2,100,1,0
10000,50000,5,2,100,2,0
10000,50000,5,2,1000,0,0
10000,50000,5,2,1000,1,0
10000,50000,5,2,1000,2,0
10000,50000,5,2,10000,0,0
10000,50000,5,2,10000,1,0
10000,50000,5,2,10000,2,0
10000,50000,5,4,100,0,0
10000,50000,5,4,100,1,0
10000,50000,5,4,100,2,1
10000,50000,5,4,1000,0,0
10000,50000,5,4,1000,1,1
10000,50000,5,4,1000,2,1
10000,50000,5,4,10000,0,0
10000,50000,5,4,10000,1,1
10000,50000,5,4,10000,2,1
10000,50000,5,5,100,0,0
10000,50000,5,5,100,1,0
10000,50000,5,5,100,2,1
10000,50000,5,5,1000,0,0
10000,50000,5,5,1000,1,1
10000,50000,5,5,1000,2,1
10000,50000,5,5,10000,0,0
10000,50000,5,5,10000,1,1
10000,50000,5,5,10000,2,1
10000,10000,2,2,100,0,0
10000,10000,2,2,100,1,0
10000,10000,2,2,100,2,0
10000,10000,2,2,1000,0,0
10000,10000,2,2,1000,1,0
10000,10000,2,2,1000,2,0
10000,10000,2,2,10000,0,0
10000,10000,2,2,10000,1,0
10000,10000,2,2,10000,2,0
10000,10000,2,4,100,0,0
10000,10000,2,4,100,1,1
10000,10000,2,4,100,2,1
10000,10000,2,4,1000,0,0
10000,10000,2,4,1000,1,1
10000,10000,2,4,1000,2,1
10000,10000,2,4,10000,0,0
10000,10000,2,4,10000,1,1
10000,10000,2,4,10000,2,3
10000,10000,2,5,100,0,0
10000,10000,2,5,100,1,0
10000,10000,2,5,100,2,0
10000,10000,2,5,1000,0,0
10000,10000,2,5,1000,1,1
10000,10000,2,5,1000,2,1
10000,10000,2,5,10000,0,0
10000,10000,2,5,10000,1,1
10000,10000,2,5,10000,2,3
10000,10000,3,2,100,0,0
10000,10000,3,2,100,1,0
10000,10000,3,2,100,2,0
10000,10000,3,2,1000,0,0
10000,10000,3,2,1000,1,0
10000,10000,3,2,1000,2,0
10000,10000,3,2,10000,0,0
10000,10000,3,2,10000,1,0
10000,10000,3,2,10000,2,0
10000,10000,3,4,100,0,0
10000,10000,3,4,100,1,1
10000,10000,3,4,100,2,1
10000,10000,3,4,1000,0,0
10000,10000,3,4,1000,1,1
10000,10000,3,4,1000,2,1
10000,10000,3,4,10000,0,0
10000,10000,3,4,10000,1,1
10000,10000,3,4,10000,2,3
10000,10000,3,5,100,0,0
10000,10000,3,5,100,1,1
10000,10000,3,5,100,2,1
10000,10000,3,5,1000,0,0
10000,10000,3,5,1000,1,1
10000,10000,3,5,1000,2,3
10000,10000,3,5,10000,0,0
10000,10000,3,5,10000,1,1
10000,10000,3,5,10000,2,3
10000,10000,4,2,100,0,0
10000,10000,4,2,100,1,0
10000,10000,4,2,100,2,0
10000,10000,4,2,1000,0,0
10000,10000,4,2,1000,1,0
10000,10000,4,2,1000,2,0
10000,10000,4,2,10000,0,0
10000,10000,4,2,10000,1,0
10000,10000,4,2,10000,2,0
10000,10000,4,4,100,0,0
10000,10000,4,4,100,1,1
10000,10000,4,4,100,2,1
10000,10000,4,4,1000,0,0
10000,10000,4,4,1000,1,1
10000,10000,4,4,1000,2,3
10000,10000,4,4,10000,0,0
10000,10000,4,4,10000,1,1
10000,10000,4,4,10000,2,3
10000,10000,4,5,100,0,0
10000,10000,4,5,100,1,1
10000,10000,4,5,100,2,1
10000,10000,4,5,1000,0,0
10000,10000,4,5,1000,1,1
10000,10000,4,5,1000,2,3
10000,10000,4,5,10000,0,0
10000,10000,4,5,10000,1,1
10000,10000,4,5,10000,2,3
10000,10000,5,2,100,0,0
10000,10000,5,2,100,1,0
10000,10000,5,2,100,2,0
10000,10000,5,2,1000,0,0
10000,10000,5,2,1000,1,0
10000,10000,5,2,1000,2,0
10000,10000,5,2,10000,0,0
10000,10000,5,2,10000,1,0
10000,10000,5,2,10000,2,0
10000,10000,5,4,100,0,0
10000,10000,5,4,100,1,1
10000,10000,5,4,100,2,1
10000,10000,5,4,1000,0,0
10000,10000,5,4,1000,1,1
10000,10000,5,4,1000,2,3
10000,10000,5,4,10000,0,0
10000,10000,5,4,10000,1,1
10000,10000,5,4,10000,2,3
10000,10000,5,5,100,0,0
10000,10000,5,5,100,1,1
10000,10000,5,5,100,2,1
10000,10000,5,5,1000,0,0
10000,10000,5,5,1000,1,1
10000,10000,5,5,1000,2,3
10000,10000,5,5,10000,0,0
10000,10000,5,5,10000,1,1
10000,10000,5,5,10000,2,3
10000,1000,2,2,100,0,0
10000,1000,2,2,100,1,0
10000,1000,2,2,100,2,0
10000,1000,2,2,1000,0,0
10000,1000,2,2,1000,1,0
10000,1000,2,2,1000,2,0
10000,1000,2,2,10000,0,0
10000,1000,2,2,10000,1,0
10000,1000,2,2,10000,2,0
10000,1000,2,4,100,0,0
10000,1000,2,4,100,1,1
10000,1000,2,4,100,2,2
10000,1000,2,4,1000,0,0
10000,1000,2,4,1000,1,1
10000,1000,2,4,1000,2,2
10000,1000,2,4,10000,0,0
10000,1000,2,4,10000,1,2
10000,1000,2,4,10000,2,3
10000,1000,2,5,100,0,0
10000,1000,2,5,100,1,0
10000,1000,2,5,100,2,0
10000,1000,2,5,1000,0,0
10000,1000,2,5,1000,1,1
10000,1000,2,5,1000,2,2
10000,1000,2,5,10000,0,0
10000,1000,2,5,10000,1,2
10000,1000,2,5,10000,2,3
10000,1000,3,2,100,0,0
10000,1000,3,2,100,1,0
10000,1000,3,2,100,2,0
10000,1000,3,2,1000,0,0
10000,1000,3,2,1000,1,0
10000,1000,3,2,1000,2,0
10000,1000,3,2,10000,0,0
10000,1000,3,2,10000,1,0
10000,1000,3,2,10000,2,0
10000,1000,3,4,100,0,0
10000,1000,3,4,100,1,1
10000,1000,3,4,100,2,2
10000,1000,3,4,1000,0,0
10000,1000,3,4,1000,1,1
10000,1000,3,4,1000,2,2
10000,1000,3,4,10000,0,0
10000,1000,3,4,10000,1,2
10000,1000,3,4,10000,2,3
10000,1000,3,5,100,0,0
10000,1000,3,5,100,1,1
10000,1000,3,5,100,2,2
10000,1000,3,5,1000,0,0
10000,1000,3,5,1000,1,2
10000,1000,3,5,1000,2,3
10000,1000,3,5,10000,0,0
10000,1000,3,5,10000,1,2
10000,1000,3,5,10000,2,3
10000,1000,4,2,100,0,0
10000,1000,4,2,100,1,0
10000,1000,4,2,100,2,0
10000,1000,4,2,1000,0,0
10000,1000,4,2,1000,1,0
10000,1000,4,2,1000,2,0
10000,1000,4,2,10000,0,0
10000,1000,4,2,10000,1,0
10000,1000,4,2,10000,2,0
10000,1000,4,4,100,0,0
10000,1000,4,4,100,1,1
10000,1000,4,4,100,2,2
10000,1000,4,4,1000,0,0
10000,1000,4,4,1000,1,2
10000,1000,4,4,1000,2,3
10000,1000,4,4,10000,0,0
10000,1000,4,4,10000,1,2
10000,1000,4,4,10000,2,3
10000,1000,4,5,100,0,0
10000,1000,4,5,100,1,1
10000,1000,4,5,100,2,2
10000,1000,4,5,1000,0,0
10000,1000,4,5,1000,1,2
10000,1000,4,5,1000,2,3
10000,1000,4,5,10000,0,0
10000,1000,4,5,10000,1,2
10000,1000,4,5,10000,2,3
10000,1000,5,2,100,0,0
10000,1000,5,2,100,1,0
10000,1000,5,2,100,2,0
10000,1000,5,2,1000,0,0
10000,1000,5,2,1000,1,0
10000,1000,5,2,1000,2,0
10000,1000,5,2,10000,0,0
10000,1000,5,2,10000,1,0
10000,1000,5,2,10000,2,0
10000,1000,5,4,100,0,0
10000,1000,5,4,100,1,1
10000,1000,5,4,100,2,2
10000,1000,5,4,1000,0,0
10000,1000,5,4,1000,1,2
10000,1000,5,4,1000,2,3
10000,1000,5,4,10000,0,0
10000,1000,5,4,10000,1,2
10000,1000,5,4,10000,2,3
10000,1000,5,5,100,0,0
10000,1000,5,5,100,1,1
10000,1000,5,5,100,2,2
10000,1000,5,5,1000,0,0
10000,1000,5,5,1000,1,2
10000,1000,5,5,1000,2,3
10000,1000,5,5,10000,0,0
10000,1000,5,5,10000,1,2
10000,1000,5,5,10000,2,3
1000,100000,2,2,100,0,0
1000,100000,2,2,100,1,0
1000,100000,2,2,100,2,0
1000,100000,2,2,1000,0,0
1000,100000,2,2,1000,1,0
1000,100000,2,2,1000,2,0
1000,100000,2,2,10000,0,0
1000,100000,2,2,10000,1,0
1000,100000,2,2,10000,2,0
1000,100000,2,4,100,0,0
1000,100000,2,4,100,1,0
1000,100000,2,4,100,2,1
1000,100000,2,4,1000,0,0
1000,100000,2,4,1000,1,0
1000,100000,2,4,1000,2,1
1000,100000,2,4,10000,0,0
1000,100000,2,4,10000,1,1
1000,100000,2,4,10000,2,1
1000,100000,2,5,100,0,0
1000,100000,2,5,100,1,0
1000,100000,2,5,100,2,0
1000,100000,2,5,1000,0,0
1000,100000,2,5,1000,1,0
1000,100000,2,5,1000,2,1
1000,100000,2,5,10000,0,0
1000,100000,2,5,10000,1,1
1000,100000,2,5,10000,2,1
1000,100000,3,2,100,0,0
1000,100000,3,2,100,1,0
1000,100000,3,2,100,2,0
1000,100000,3,2,1000,0,0
1000,100000,3,2,1000,1,0
1000,100000,3,2,1000,2,0
1000,100000,3,2,10000,0,0
1000,100000,3,2,10000,1,0
1000,100000,3,2,10000,2,0
1000,100000,3,4,100,0,0
1000,100000,3,4,100,1,0
1000,100000,3,4,100,2,1
1000,100000,3,4,1000,0,0
1000,100000,3,4,1000,1,0
1000,100000,3,4,1000,2,1
1000,100000,3,4,10000,0,0
1000,100000,3,4,10000,1,1
1000,100000,3,4,10000,2,1
1000,100000,3,5,100,0,0
1000,100000,3,5,100,1,0
1000,100000,3,5,100,2,1
1000,100000,3,5,1000,0,0
1000,100000,3,5,1000,1,1
1000,100000,3,5,1000,2,1
1000,100000,3,5,10000,0,0
1000,100000,3,5,10000,1,1
1000,100000,3,5,10000,2,1
1000,100000,4,2,100,0,0
1000,100000,4,2,100,1,0
1000,100000,4,2,100,2,0
1000,100000,4,2,1000,0,0
1000,100000,4,2,1000,1,0
1000,100000,4,2,1000,2,0
1000,100000,4,2,10000,0,0
1000,100000,4,2,10000,1,0
1000,100000,4,2,10000,2,0
1000,100000,4,4,100,0,0
1000,100000,4,4,100,1,0
1000,100000,4,4,100,2,1
1000,100000,4,4,1000,0,0
1000,100000,4,4,1000,1,1
1000,100000,4,4,1000,2,1
1000,100000,4,4,10000,0,0
1000,100000,4,4,10000,1,1
1000,100000,4,4,10000,2,1
1000,100000,4,5,100,0,0
1000,100000,4,5,100,1,0
1000,100000,4,5,100,2,1
1000,100000,4,5,1000,0,0
1000,100000,4,5,1000,1,1
1000,100000,4,5,1000,2,1
1000,100000,4,5,10000,0,0
1000,100000,4,5,10000,1,1
1000,100000,4,5,10000,2,1
1000,100000,5,2,100,0,0
1000,100000,5,2,100,1,0
1000,100000,5,2,100,2,0
1000,100000,5,2,1000,0,0
1000,100000,5,2,1000,1,0
1000,100000,5,2,1000,2,0
1000,100000,5,2,10000,0,0
1000,100000,5,2,10000,1,0
1000,100000,5,2,10000,2,0
1000,100000,5,4,100,0,0
1000,100000,5,4,100,1,0
1000,100000,5,4,100,2,1
1000,100000,5,4,1000,0,0
1000,100000,5,4,1000,1,1
1000,100000,5,4,1000,2,1
1000,100000,5,4,10000,0,0
1000,100000,5,4,10000,1,1
1000,100000,5,4,10000,2,1
1000,100000,5,5,100,0,0
1000,100000,5,5,100,1,0
1000,100000,5,5,100,2,1
1000,100000,5,5,1000,0,0
1000,100000,5,5,1000,1,1
1000,100000,5,5,1000,2,1
1000,100000,5,5,10000,0,0
1000,100000,5,5,10000,1,1
1000,100000,5,5,10000,2,1
1000,50000,2,2,100,0,0
1000,50000,2,2,100,1,0
1000,50000,2,2,100,2,0
1000,50000,2,2,1000,0,0
1000,50000,2,2,1000,1,0
1000,50000,2,2,1000,2,0
1000,50000,2,2,10000,0,0
1000,50000,2,2,10000,1,0
1000,50000,2,2,10000,2,0
1000,50000,2,4,100,0,0
1000,50000,2,4,100,1,1
1000,50000,2,4,100,2,1
1000,50000,2,4,1000,0,0
1000,50000,2,4,1000,1,1
1000,50000,2,4,1000,2,1
1000,50000,2,4,10000,0,0
1000,50000,2,4,10000,1,1
1000,50000,2,4,10000,2,3
1000,50000,2,5,100,0,0
1000,50000,2,5,100,1,0
1000,50000,2,5,100,2,0
1000,50000,2,5,1000,0,0
1000,50000,2,5,1000,1,1
1000,50000,2,5,1000,2,1
1000,50000,2,5,10000,0,0
1000,50000,2,5,10000,1,1
1000,50000,2,5,10000,2,3
1000,50000,3,2,100,0,0
1000,50000,3,2,100,1,0
1000,50000,3,2,100,2,0
1000,50000,3,2,1000,0,0
1000,50000,3,2,1000,1,0
1000,50000,3,2,1000,2,0
1000,50000,3,2,10000,0,0
1000,50000,3,2,10000,1,0
1000,50000,3,2,10000,2,0
1000,50000,3,4,100,0,0
1000,50000,3,4,100,1,1
1000,50000,3,4,100,2,1
1000,50000,3,4,1000,0,0
1000,50000,3,4,1000,1,1
1000,50000,3,4,1000,2,1
1000,50000,3,4,10000,0,0
1000,50000,3,4,10000,1,1
1000,50000,3,4,10000,2,3
1000,50000,3,5,100,0,0
1000,50000,3,5,100,1,1
1000,50000,3,5,100,2,1
1000,50000,3,5,1000,0,0
1000,50000,3,5,1000,1,1
1000,50000,3,5,1000,2,3
1000,50000,3,5,10000,0,0
1000,50000,3,5,10000,1,1
1000,50000,3,5,10000,2,3
1000,50000,4,2,100,0,0
1000,50000,4,2,100,1,0
1000,50000,4,2,100,2,0
1000,50000,4,2,1000,0,0
1000,50000,4,2,1000,1,0
1000,50000,4,2,1000,2,0
1000,50000,4,2,10000,0,0
1000,50000,4,2,10000,1,0
1000,50000,4,2,10000,2,0
1000,50000,4,4,100,0,0
1000,50000,4,4,100,1,1
1000,50000,4,4,100,2,1
1000,50000,4,4,1000,0,0
1000,50000,4,4,1000,1,1
1000,50000,4,4,1000,2,3
1000,50000,4,4,10000,0,0
1000,50000,4,4,10000,1,1
1000,50000,4,4,10000,2,3
1000,50000,4,5,100,0,0
1000,50000,4,5,100,1,1
1000,50000,4,5,100,2,1
1000,50000,4,5,1000,0,0
1000,50000,4,5,1000,1,1
1000,50000,4,5,1000,2,3
1000,50000,4,5,10000,0,0
1000,50000,4,5,10000,1,1
1000,50000,4,5,10000,2,3
1000,50000,5,2,100,0,0
1000,50000,5,2,100,1,0
1000,50000,5,2,100,2,0
1000,50000,5,2,1000,0,0
1000,50000,5,2,1000,1,0
1000,50000,5,2,1000,2,0
1000,50000,5,2,10000,0,0
1000,50000,5,2,10000,1,0
1000,50000,5,2,10000,2,0
1000,50000,5,4,100,0,0
1000,50000,5,4,100,1,1
1000,50000,5,4,100,2,1
1000,50000,5,4,1000,0,0
1000,50000,5,4,1000,1,1
1000,50000,5,4,1000,2,3
1000,50000,5,4,10000,0,0
1000,50000,5,4,10000,1,1
1000,50000,5,4,10000,2,3
1000,50000,5,5,100,0,0
1000,50000,5,5,100,1,1
1000,50000,5,5,100,2,1
1000,50000,5,5,1000,0,0
1000,50000,5,5,1000,1,1
1000,50000,5,5,1000,2,3
1000,50000,5,5,10000,0,0
1000,50000,5,5,10000,1,1
1000,50000,5,5,10000,2,3
1000,10000,2,2,100,0,0
1000,10000,2,2,100,1,0
1000,10000,2,2,100,2,0
1000,10000,2,2,1000,0,0
1000,10000,2,2,1000,1,0
1000,10000,2,2,1000,2,0
1000,10000,2,2,10000,0,0
1000,10000,2,2,10000,1,0
1000,10000,2,2,10000,2,0
1000,10000,2,4,100,0,0
1000,10000,2,4,100,1,1
1000,10000,2,4,100,2,2
1000,10000,2,4,1000,0,0
1000,10000,2,4,1000,1,1
1000,10000,2,4,1000,2,2
1000,10000,2,4,10000,0,0
1000,10000,2,4,10000,1,2
1000,10000,2,4,10000,2,3
1000,10000,2,5,100,0,0
1000,10000,2,5,100,1,0
1000,10000,2,5,100,2,0
1000,10000,2,5,1000,0,0
1000,10000,2,5,1000,1,1
1000,10000,2,5,1000,2,2
1000,10000,2,5,10000,0,0
1000,10000,2,5,10000,1,2
1000,10000,2,5,10000,2,3
1000,10000,3,2,100,0,0
1000,10000,3,2,100,1,0
1000,10000,3,2,100,2,0
1000,10000,3,2,1000,0,0
1000,10000,3,2,1000,1,0
1000,10000,3,2,1000,2,0
1000,10000,3,2,10000,0,0
1000,10000,3,2,10000,1,0
1000,10000,3,2,10000,2,0
1000,10000,3,4,100,0,0
1000,10000,3,4,100,1,1
1000,10000,3,4,100,2,2
1000,10000,3,4,1000,0,0
1000,10000,3,4,1000,1,1
1000,10000,3,4,1000,2,2
1000,10000,3,4,10000,0,0
1000,10000,3,4,10000,1,2
1000,10000,3,4,10000,2,3
1000,10000,3,5,100,0,0
1000,10000,3,5,100,1,1
1000,10000,3,5,100,2,2
1000,10000,3,5,1000,0,0
1000,10000,3,5,1000,1,2
1000,10000,3,5,1000,2,3
1000,10000,3,5,10000,0,0
1000,10000,3,5,10000,1,2
1000,10000,3,5,10000,2,3
1000,10000,4,2,100,0,0
1000,10000,4,2,100,1,0
1000,10000,4,2,100,2,0
1000,10000,4,2,1000,0,0
1000,10000,4,2,1000,1,0
1000,10000,4,2,1000,2,0
1000,10000,4,2,10000,0,0
1000,10000,4,2,10000,1,0
1000,10000,4,2,10000,2,0
1000,10000,4,4,100,0,0
1000,10000,4,4,100,1,1
1000,10000,4,4,100,2,2
1000,10000,4,4,1000,0,0
1000,10000,4,4,1000,1,2
1000,10000,4,4,1000,2,3
1000,10000,4,4,10000,0,0
1000,10000,4,4,10000,1,2
1000,10000,4,4,10000,2,3
1000,10000,4,5,100,0,0
1000,10000,4,5,100,1,1
1000,10000,4,5,100,2,2
1000,10000,4,5,1000,0,0
1000,10000,4,5,1000,1,2
1000,10000,4,5,1000,2,3
1000,10000,4,5,10000,0,0
1000,10000,4,5,10000,1,2
1000,10000,4,5,10000,2,3
1000,10000,5,2,100,0,0
1000,10000,5,2,100,1,0
1000,10000,5,2,100,2,0
1000,10000,5,2,1000,0,0
1000,10000,5,2,1000,1,0
1000,10000,5,2,1000,2,0
1000,10000,5,2,10000,0,0
1000,10000,5,2,10000,1,0
1000,10000,5,2,10000,2,0
1000,10000,5,4,100,0,0
1000,10000,5,4,100,1,1
1000,10000,5,4,100,2,2
1000,10000,5,4,1000,0,0
1000,10000,5,4,1000,1,2
1000,10000,5,4,1000,2,3
1000,10000,5,4,10000,0,0
1000,10000,5,4,10000,1,2
1000,10000,5,4,10000,2,3
1000,10000,5,5,100,0,0
1000,10000,5,5,100,1,1
1000,10000,5,5,100,2,2
1000,10000,5,5,1000,0,0
1000,10000,5,5,1000,1,2
1000,10000,5,5,1000,2,3
1000,10000,5,5,10000,0,0
1000,10000,5,5,10000,1,2
1000,10000,5,5,10000,2,3
1000,1000,2,2,100,0,0
1000,1000,2,2,100,1,0
1000,1000,2,2,100,2,0
1000,1000,2,2,1000,0,0
1000,1000,2,2,1000,1,0
1000,1000,2,2,1000,2,0
1000,1000,2,2,10000,0,0
1000,1000,2,2,10000,1,0
1000,1000,2,2,10000,2,0
1000,1000,2,4,100,0,0
1000,1000,2,4,100,1,1
1000,1000,2,4,100,2,2
1000,1000,2,4,1000,0,0
1000,1000,2,4,1000,1,1
1000,1000,2,4,1000,2,2
1000,1000,2,4,10000,0,0
1000,1000,2,4,10000,1,2
1000,1000,2,4,10000,2,3
1000,1000,2,5,100,0,0
1000,1000,2,5,100,1,0
1000,1000,2,5,100,2,0
1000,1000,2,5,1000,0,0
1000,1000,2,5,1000,1,1
1000,1000,2,5,1000,2,2
1000,1000,2,5,10000,0,0
1000,1000,2,5,10000,1,2
1000,1000,2,5,10000,2,3
1000,1000,3,2,100,0,0
1000,1000,3,2,100,1,0
1000,1000,3,2,100,2,0
1000,1000,3,2,1000,0,0
1000,1000,3,2,1000,1,0
1000,1000,3,2,1000,2,0
1000,1000,3,2,10000,0,0
1000,1000,3,2,10000,1,0
1000,1000,3,2,10000,2,0
1000,1000,3,4,100,0,0
1000,1000,3,4,100,1,1
1000,1000,3,4,100,2,2
1000,1000,3,4,1000,0,0
1000,1000,3,4,1000,1,1
1000,1000,3,4,1000,2,2
1000,1000,3,4,10000,0,0
1000,1000,3,4,10000,1,2
1000,1000,3,4,10000,2,3
1000,1000,3,5,100,0,0
1000,1000,3,5,100,1,1
1000,1000,3,5,100,2,2
1000,1000,3,5,1000,0,0
1000,1000,3,5,1000,1,2
1000,1000,3,5,1000,2,3
1000,1000,3,5,10000,0,0
